object_id,title,agency,kind,sozd_bill,regulation_project,regulation_npa_id,pravo_eo,pp_number,fz_number,news_count,n_events,event_types,first_date,last_date,last_stage,last_event,links
npa_regulation_project_170820,"О внесении изменений в Порядок назначения и осуществления в органах федеральной службы безопасности единовременных выплат, установленных Указом Президента Российской Федерации от 5 марта 2022 г. № 98 «О дополнительных социальных гарантиях военнослужащим, лицам, проходящим службу в войсках национальной гвардии Российской Федерации, и членам их семей», утвержденный приказом ФСБ России от 11 марта 2022 г. № 92",ФСБ России,,,170820,,,,,1,2,draft | discussion,2026-09-04T06:21:07.577Z,2026-09-19T06:21:07.592Z,Текст,"Публичное обсуждение: О внесении изменений в Порядок назначения и осуществления в органах федеральной службы безопасности единовременных выплат, установленных Указом Президента Российской Федерации от 5 марта 2022 г. № 98 «О дополнительных социальных гарантиях военнослужащим, лицам, проходящим службу в войсках национальной гвардии Российской Федерации, и членам их семей», утвержденный приказом ФСБ России от 11 марта 2022 г. № 92",https://regulation.gov.ru/projects/170820/
npa_regulation_project_170818,"О признании утратившим силу приказа Министерства финансов Российской Федерации от 11 декабря 2023 г. № 197н «Об утверждении форм документов, предусмотренных Правилами предоставления сведений о государственной регистрации актов гражданского состояния, содержащихся в Едином государственном реестре записей актов гражданского состояния, военным комиссариатам муниципальных образований до обеспечения их доступа к единой системе межведомственного электронного взаимодействия, утвержденными постановлением Правительства Российской Федерации от 23 мая 2019 г. № 647»",Минфин России,,,170818,,,,,1,2,draft | discussion,2026-09-03T17:27:03.373Z,2026-09-18T17:27:03.39Z,Текст,"Публичное обсуждение: О признании утратившим силу приказа Министерства финансов Российской Федерации от 11 декабря 2023 г. № 197н «Об утверждении форм документов, предусмотренных Правилами предоставления сведений о государственной регистрации актов гражданского состояния, содержащихся в Едином государственном реестре записей актов гражданского состояния, военным комиссариатам муниципальных образований до обеспечения их доступа к единой системе межведомственного электронного взаимодействия, утвержденными постановлением Правительства Российской Федерации от 23 мая 2019 г. № 647»",https://regulation.gov.ru/projects/170818/
npa_regulation_project_170817,О внесении изменений в некоторые акты Правительства Российской Федерации,Минфин России,,,170817,,,,,1,2,draft | discussion,2026-09-03T17:08:34.782Z,2026-09-18T17:08:34.795Z,Текст,Публичное обсуждение: О внесении изменений в некоторые акты Правительства Российской Федерации,https://regulation.gov.ru/projects/170817/
npa_regulation_project_170814,"Об установлении случаев и порядка предоставления суток отдыха гражданам Российской Федерации, пребывающим
в добровольческих формированиях, содействующих выполнению задач, возложенных на войска национальной гвардии Российской Федерации, а также количества таких суток и о признании утратившим силу пункта 47 Порядка поступления граждан Российской Федерации в добровольческие формирования, пребывания в них
и исключения из них, требований, предъявляемых к гражданам Российской Федерации, поступающим в добровольческие формирования и пребывающим в них, определенного приказом Федеральной службы войск национальной гвардии Российской Федерации от 26 февраля 2025 г. № 59",Росгвардия,,,170814,,,,,1,2,draft | discussion,2026-09-03T16:27:53.347Z,2026-09-18T16:27:53.365Z,Текст,"Публичное обсуждение: Об установлении случаев и порядка предоставления суток отдыха гражданам Российской Федерации, пребывающим
в добровольческих формированиях, содействующих выполнению задач, возложенных на войска национальной гвардии Российской Федерации, а также количества таких суток и о признании утратившим силу пункта 47 Порядка поступления граждан Российской Федерации в добровольческие формирования, пребывания в них
и исключения из них, требований, предъявляемых к гражданам Российской Федерации, поступающим в добровольческие формирования и пребывающим в них, определенного приказом Федеральной службы войск национальной гвардии Российской Федерации от 26 февраля 2025 г. № 59",https://regulation.gov.ru/projects/170814/
npa_regulation_project_170856,Об утверждении Правил ввоза лекарственных средств для медицинского применения в Российскую Федерацию,Минздрав России,,,170856,,,,,1,2,draft | discussion,2026-09-04T16:27:16.292Z,2026-09-18T16:27:16.301Z,Текст,Публичное обсуждение: Об утверждении Правил ввоза лекарственных средств для медицинского применения в Российскую Федерацию,https://regulation.gov.ru/projects/170856/
npa_regulation_project_170815,"Об утверждении форм оценочных листов, в соответствии с которыми проводится оценка соответствия соискателя лицензии или лицензиата лицензионным требованиям при осуществлении деятельности по хранению и торговле гражданским и служебным оружием и основными частями огнестрельного оружия, патронами к гражданскому и служебному оружию и составными частями патронов, а также соискателя лицензии лицензионным требованиям в области частной охранной или частной детективной деятельности",Росгвардия,,,170815,,,,,1,2,draft | discussion,2026-09-03T16:25:55.855Z,2026-09-18T16:25:55.871Z,Текст,"Публичное обсуждение: Об утверждении форм оценочных листов, в соответствии с которыми проводится оценка соответствия соискателя лицензии или лицензиата лицензионным требованиям при осуществлении деятельности по хранению и торговле гражданским и служебным оружием и основными частями огнестрельного оружия, патронами к гражданскому и служебному оружию и составными частями патронов, а также соискателя лицензии лицензионным требованиям в области частной охранной или частной детективной деятельности",https://regulation.gov.ru/projects/170815/
npa_regulation_project_170816,"О внесении изменений в перечень медицинских организаций, осуществляющих забор, заготовку и трансплантацию органов и (или) тканей человека, утвержденный приказом Министерства здравоохранения Российской Федерации и Российской академии наук от 10 ноября 2022 г. № 738н/3 «Об утверждении перечня медицинских организаций, осуществляющих забор, заготовку и трансплантацию органов и (или) тканей человека»",Минздрав России,,,170816,,,,,1,2,draft | discussion,2026-09-03T16:17:57.61Z,2026-09-18T16:17:57.624Z,Текст,"Публичное обсуждение: О внесении изменений в перечень медицинских организаций, осуществляющих забор, заготовку и трансплантацию органов и (или) тканей человека, утвержденный приказом Министерства здравоохранения Российской Федерации и Российской академии наук от 10 ноября 2022 г. № 738н/3 «Об утверждении перечня медицинских организаций, осуществляющих забор, заготовку и трансплантацию органов и (или) тканей человека»",https://regulation.gov.ru/projects/170816/
npa_regulation_project_170812,"Об утверждении Положения 
о Комиссии по соблюдению требований к служебному 
поведению федеральных государственных гражданских служащих центрального аппарата, руководителей и заместителей руководителей территориальных органов Федеральной службы по аккредитации, работников организации, создаваемой для выполнения задач, поставленных перед Федеральной службой по аккредитации, 
и урегулированию конфликта интересов",Росаккредитация,,,170812,,,,,1,2,draft | discussion,2026-09-03T15:15:12.115Z,2026-09-18T15:15:12.129Z,Текст,"Публичное обсуждение: Об утверждении Положения 
о Комиссии по соблюдению требований к служебному 
поведению федеральных государственных гражданских служащих центрального аппарата, руководителей и заместителей руководителей территориальных органов Федеральной службы по аккредитации, работников организации, создаваемой для выполнения задач, поставленных перед Федеральной службой по аккредитации, 
и урегулированию конфликта интересов",https://regulation.gov.ru/projects/170812/
npa_regulation_project_170810,Об утверждении Федеральных авиационных правил «Перечень и содержание вопросов для проведения проверки уровня профессиональной подготовки кандидатов для получения свидетельства специалиста авиационного персонала гражданской авиации Российской Федерации»,Минтранс России,,,170810,,,,,1,2,draft | discussion,2026-09-03T14:26:50.936Z,2026-09-18T14:26:50.951Z,Текст,Публичное обсуждение: Об утверждении Федеральных авиационных правил «Перечень и содержание вопросов для проведения проверки уровня профессиональной подготовки кандидатов для получения свидетельства специалиста авиационного персонала гражданской авиации Российской Федерации»,https://regulation.gov.ru/projects/170810/
npa_regulation_project_170809,"О государственной регистрации распоряжения исключительным правом на изобретение, полезную модель, промышленный образец, товарный знак, знак обслуживания, зарегистрированные топологию интегральной микросхемы, программу для ЭВМ, базу данных по договору и перехода исключительного права на них без договора",Минэкономразвития России,,,170809,,,,,1,2,draft | discussion,2026-09-03T14:08:24.88Z,2026-09-18T14:08:24.892Z,Текст,"Публичное обсуждение: О государственной регистрации распоряжения исключительным правом на изобретение, полезную модель, промышленный образец, товарный знак, знак обслуживания, зарегистрированные топологию интегральной микросхемы, программу для ЭВМ, базу данных по договору и перехода исключительного права на них без договора",https://regulation.gov.ru/projects/170809/
npa_regulation_project_170806,"О внесении изменений в приказ Министерства промышленности и торговли Российской Федерации от 11 ноября 2016 г. № 4008 «Об утверждении Порядка выдачи документа, подтверждающего целевое назначение сырья и комплектующих изделий, которые предназначены для производства товаров, указанных в подпункте 1 пункта 2 статьи 149 Налогового кодекса Российской Федерации, и отсутствие их аналогов, которые производятся в Российской Федерации»",Минпромторг России,,,170806,,,,,1,2,draft | discussion,2026-09-03T13:57:12.894Z,2026-09-18T13:57:12.907Z,Текст,"Публичное обсуждение: О внесении изменений в приказ Министерства промышленности и торговли Российской Федерации от 11 ноября 2016 г. № 4008 «Об утверждении Порядка выдачи документа, подтверждающего целевое назначение сырья и комплектующих изделий, которые предназначены для производства товаров, указанных в подпункте 1 пункта 2 статьи 149 Налогового кодекса Российской Федерации, и отсутствие их аналогов, которые производятся в Российской Федерации»",https://regulation.gov.ru/projects/170806/
npa_regulation_project_170804,Проект постановления Правительства Российской Федерации «О продолжении эксперимента по внедрению системы оценки гражданами качества и условий оказания услуг организациями социальной сферы с использованием федеральной государственной информационной системы  «Единый портал государственных и муниципальных услуг (функций)»,Минтруд России,,,170804,,,,,1,2,draft | discussion,2026-09-03T13:55:04.733Z,2026-09-18T13:55:04.748Z,Текст,Публичное обсуждение: Проект постановления Правительства Российской Федерации «О продолжении эксперимента по внедрению системы оценки гражданами качества и условий оказания услуг организациями социальной сферы с использованием федеральной государственной информационной системы  «Единый портал государственных и муниципальных услуг (функций)»,https://regulation.gov.ru/projects/170804/
npa_regulation_project_170807,"Проект приказа Министерства просвещения Российской Федерации ""О внесении изменения в приказ Министерства просвещения Российской Федерации от 26 августа 2020 г. № 438""",Минпросвещения России,,,170807,,,,,1,2,draft | discussion,2026-09-03T13:51:05.937Z,2026-09-18T13:51:05.951Z,Текст,"Публичное обсуждение: Проект приказа Министерства просвещения Российской Федерации ""О внесении изменения в приказ Министерства просвещения Российской Федерации от 26 августа 2020 г. № 438""",https://regulation.gov.ru/projects/170807/
npa_regulation_project_170799,"Об утверждении Порядка определения платы за оказанные услуги (выполненные работы) при осуществлении федеральным государственным казенным учреждением «Служба технического заказчика» Федерального медико-биологического агентства, находящимся в ведении Федерального медико-биологического агентства, приносящей доходы деятельности",ФМБА России,,,170799,,,,,1,2,draft | discussion,2026-09-03T12:47:39.564Z,2026-09-18T12:47:39.576Z,Текст,"Публичное обсуждение: Об утверждении Порядка определения платы за оказанные услуги (выполненные работы) при осуществлении федеральным государственным казенным учреждением «Служба технического заказчика» Федерального медико-биологического агентства, находящимся в ведении Федерального медико-биологического агентства, приносящей доходы деятельности",https://regulation.gov.ru/projects/170799/
npa_regulation_project_170796,"О внесении изменений в Перечень должностей сотрудников органов внутренних дел Российской Федерации, при замещении которых выплачивается ежемесячная надбавка за особые условия службы, и размеров надбавки по этим должностям, утвержденный приказом МВД России от 20 июня 2024 г. № 350",МВД России,,,170796,,,,,1,2,draft | discussion,2026-09-03T12:22:26.031Z,2026-09-18T12:22:26.047Z,Текст,"Публичное обсуждение: О внесении изменений в Перечень должностей сотрудников органов внутренних дел Российской Федерации, при замещении которых выплачивается ежемесячная надбавка за особые условия службы, и размеров надбавки по этим должностям, утвержденный приказом МВД России от 20 июня 2024 г. № 350",https://regulation.gov.ru/projects/170796/
npa_regulation_project_170797,"Об утверждении Требований к облачным услугам, предоставляемым посредством государственной единой облачной платформы, а также к порядку и методологии перевода информационных систем и информационных ресурсов потребителей в государственную единую облачную платформу",Минцифры России,,,170797,,,,,1,2,draft | discussion,2026-09-03T12:15:08.248Z,2026-09-18T12:15:08.266Z,Текст,"Публичное обсуждение: Об утверждении Требований к облачным услугам, предоставляемым посредством государственной единой облачной платформы, а также к порядку и методологии перевода информационных систем и информационных ресурсов потребителей в государственную единую облачную платформу",https://regulation.gov.ru/projects/170797/
npa_regulation_project_170794,"Об утверждении Положения об осуществлении проверки достоверности и полноты сведений, представляемых гражданами, претендующими на замещение должностей в организациях, создаваемых для выполнения задач, поставленных перед Федеральным агентством лесного хозяйства, при назначении на которые граждане и при замещении которых работники обязаны представлять сведения о своих доходах, об имуществе и обязательствах имущественного характера, а также сведения о доходах, об имуществе и обязательствах имущественного характера своих супруги (супруга) и несовершеннолетних детей",Рослесхоз,,,170794,,,,,1,2,draft | discussion,2026-09-03T11:33:26.403Z,2026-09-18T11:33:26.416Z,Текст,"Публичное обсуждение: Об утверждении Положения об осуществлении проверки достоверности и полноты сведений, представляемых гражданами, претендующими на замещение должностей в организациях, создаваемых для выполнения задач, поставленных перед Федеральным агентством лесного хозяйства, при назначении на которые граждане и при замещении которых работники обязаны представлять сведения о своих доходах, об имуществе и обязательствах имущественного характера, а также сведения о доходах, об имуществе и обязательствах имущественного характера своих супруги (супруга) и несовершеннолетних детей",https://regulation.gov.ru/projects/170794/
npa_regulation_project_170837,"Об утверждении норм естественной убыли масел растительных и фракций масел растительных при перевозках морским и железнодорожным транспортом, норм естественной убыли семян льна и конопли, горчичного порошка при перевозках железнодорожным транспортом и норм естественной убыли грузов пищевой масложировой продукции, жмыхов при перевозках внутренним водным транспортом",Минсельхоз России,,,170837,,,,,1,2,draft | discussion,2026-09-04T10:16:43.737Z,2026-09-18T10:16:43.749Z,Уведомление,"Публичное обсуждение: Об утверждении норм естественной убыли масел растительных и фракций масел растительных при перевозках морским и железнодорожным транспортом, норм естественной убыли семян льна и конопли, горчичного порошка при перевозках железнодорожным транспортом и норм естественной убыли грузов пищевой масложировой продукции, жмыхов при перевозках внутренним водным транспортом",https://regulation.gov.ru/projects/170837/
npa_regulation_project_170755,"О государственной информационной системе ""Экономика""",Минэкономразвития России,,,170755,,,,,1,2,draft | discussion,2026-09-03T09:09:02.878Z,2026-09-18T09:09:02.892Z,Уведомление,"Публичное обсуждение: О государственной информационной системе ""Экономика""",https://regulation.gov.ru/projects/170755/
npa_regulation_project_170790,"Об утверждении Порядка принятия решения об осуществлении контроля за расходами федеральных государственных гражданских служащих Федерального агентства лесного хозяйства и его территориальных органов, работников, замещающих отдельные должности на основании трудового договора в организациях, создаваемых для выполнения задач, поставленных перед Федеральным агентством лесного хозяйства, а также за расходами их супруг (супругов) и несовершеннолетних детей",Рослесхоз,,,170790,,,,,1,2,draft | discussion,2026-09-03T08:27:26.305Z,2026-09-18T08:27:26.317Z,Текст,"Публичное обсуждение: Об утверждении Порядка принятия решения об осуществлении контроля за расходами федеральных государственных гражданских служащих Федерального агентства лесного хозяйства и его территориальных органов, работников, замещающих отдельные должности на основании трудового договора в организациях, создаваемых для выполнения задач, поставленных перед Федеральным агентством лесного хозяйства, а также за расходами их супруг (супругов) и несовершеннолетних детей",https://regulation.gov.ru/projects/170790/
npa_regulation_project_170789,О внесении изменения в пункт 3 приказа Федерального казначейства от 15 июня 2026 г. № 13н «О внесении изменений в приказ Федерального казначейства от 14 мая 2020 г. № 21н «О Порядке казначейского обслуживания»,Казначейство России,,,170789,,,,,1,2,draft | discussion,2026-09-03T07:33:42.205Z,2026-09-18T07:33:42.22Z,Текст,Публичное обсуждение: О внесении изменения в пункт 3 приказа Федерального казначейства от 15 июня 2026 г. № 13н «О внесении изменений в приказ Федерального казначейства от 14 мая 2020 г. № 21н «О Порядке казначейского обслуживания»,https://regulation.gov.ru/projects/170789/
npa_regulation_project_170788,"Об установлении Перечня 
органов государственной власти субъектов Российской Федерации, осуществляющих переданные полномочия Российской Федерации в области организации и регулирования промышленного и любительского рыболовства, рыболовства в целях обеспечения ведения традиционного образа жизни коренных малочисленных народов Севера, Сибири и Дальнего Востока Российской Федерации, охраны водных биологических ресурсов, о закреплении Перечня источников доходов федерального бюджета",Росрыболовство,,,170788,,,,,1,2,draft | discussion,2026-09-03T07:26:45.12Z,2026-09-18T07:26:45.133Z,Уведомление,"Публичное обсуждение: Об установлении Перечня 
органов государственной власти субъектов Российской Федерации, осуществляющих переданные полномочия Российской Федерации в области организации и регулирования промышленного и любительского рыболовства, рыболовства в целях обеспечения ведения традиционного образа жизни коренных малочисленных народов Севера, Сибири и Дальнего Востока Российской Федерации, охраны водных биологических ресурсов, о закреплении Перечня источников доходов федерального бюджета",https://regulation.gov.ru/projects/170788/
npa_regulation_project_170787,"О внесении изменения в пункт 11 Правил использования лесов для осуществления рекреационной деятельности, утвержденных приказом Минприроды России от 17 марта 2026 г. № 140",Минприроды России,,,170787,,,,,1,2,draft | discussion,2026-09-03T07:12:14.293Z,2026-09-18T07:12:14.305Z,Текст,"Публичное обсуждение: О внесении изменения в пункт 11 Правил использования лесов для осуществления рекреационной деятельности, утвержденных приказом Минприроды России от 17 марта 2026 г. № 140",https://regulation.gov.ru/projects/170787/
npa_regulation_project_170786,"О внесении изменений в приложение к приказу Федеральной службы по финансовому мониторингу от 11 ноября 2025 г. № 241 «Об утверждении Условий выплаты ежемесячной надбавки за сложность, напряженность 
и высокие достижения в труде, премий и материальной помощи работникам центрального аппарата и территориальных органов Федеральной службы 
по финансовому мониторингу, замещающим должности, не являющиеся должностями федеральной государственной гражданской службы",Росфинмониторинг,,,170786,,,,,1,2,draft | discussion,2026-09-03T06:41:51.811Z,2026-09-18T06:41:51.825Z,Текст,"Публичное обсуждение: О внесении изменений в приложение к приказу Федеральной службы по финансовому мониторингу от 11 ноября 2025 г. № 241 «Об утверждении Условий выплаты ежемесячной надбавки за сложность, напряженность 
и высокие достижения в труде, премий и материальной помощи работникам центрального аппарата и территориальных органов Федеральной службы 
по финансовому мониторингу, замещающим должности, не являющиеся должностями федеральной государственной гражданской службы",https://regulation.gov.ru/projects/170786/
npa_regulation_project_170784,"О включении выявленного объекта культурного наследия (памятника истории и культуры) народов Российской Федерации «Пивоваренный завод братьев Каттербах», вторая половина XVIII в. – первая половина XIX в.
(Тверская область, г. Торжок, улица Кирова, дом 8) в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации в качестве объекта культурного наследия (памятника истории и культуры) народов 
Российской Федерации федерального значения и объектов культурного наследия (памятников истории и культуры) народов Российской Федерации федерального значения в его составе и утверждении границ их территорий.",Минкультуры России,,,170784,,,,,1,2,draft | discussion,2026-09-03T06:29:16.864Z,2026-09-18T06:29:16.877Z,Текст,"Публичное обсуждение: О включении выявленного объекта культурного наследия (памятника истории и культуры) народов Российской Федерации «Пивоваренный завод братьев Каттербах», вторая половина XVIII в. – первая половина XIX в.
(Тверская область, г. Торжок, улица Кирова, дом 8) в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации в качестве объекта культурного наследия (памятника истории и культуры) народов 
Российской Федерации федерального значения и объектов культурного наследия (памятников истории и культуры) народов Российской Федерации федерального значения в его составе и утверждении границ их территорий.",https://regulation.gov.ru/projects/170784/
npa_regulation_project_170782,"Об утверждении Порядка санкционирования оплаты денежных обязательств получателей средств федерального бюджета и оплаты денежных обязательств, подлежащих исполнению за счет бюджетных ассигнований по источникам финансирования дефицита федерального бюджета",Минфин России,,,170782,,,,,1,2,draft | discussion,2026-09-02T20:07:49.106Z,2026-09-17T20:07:49.117Z,Текст,"Публичное обсуждение: Об утверждении Порядка санкционирования оплаты денежных обязательств получателей средств федерального бюджета и оплаты денежных обязательств, подлежащих исполнению за счет бюджетных ассигнований по источникам финансирования дефицита федерального бюджета",https://regulation.gov.ru/projects/170782/
npa_regulation_project_170781,О внесении изменений в некоторые нормативные правовые акты Министерства финансов Российской Федерации по вопросам противодействия коррупции,Минфин России,,,170781,,,,,1,2,draft | discussion,2026-09-02T19:50:47.124Z,2026-09-17T19:50:47.136Z,Текст,Публичное обсуждение: О внесении изменений в некоторые нормативные правовые акты Министерства финансов Российской Федерации по вопросам противодействия коррупции,https://regulation.gov.ru/projects/170781/
npa_regulation_project_170780,Об исключении срока действия распоряжения Правительства Российской Федерации от 29 декабря 2020 г. № 3650-р,Минфин России,,,170780,,,,,2,4,draft | discussion,2026-09-02T19:32:07.033Z,2026-09-17T19:35:29.763Z,Текст,Публичное обсуждение: Об исключении срока действия распоряжения Правительства Российской Федерации от 29 декабря 2020 г. № 3650-р,https://regulation.gov.ru/projects/170780/ | https://regulation.gov.ru/projects/170779/
npa_regulation_project_170777,"Об утверждении норм естественной убыли при производстве и обороте (за исключением розничной продажи) этилового спирта, алкогольной и спиртосодержащей продукции",Минфин России,,,170777,,,,,1,2,draft | discussion,2026-09-02T19:08:01.633Z,2026-09-17T19:08:01.652Z,Текст,"Публичное обсуждение: Об утверждении норм естественной убыли при производстве и обороте (за исключением розничной продажи) этилового спирта, алкогольной и спиртосодержащей продукции",https://regulation.gov.ru/projects/170777/
npa_regulation_project_170776,"О функционировании сервиса «Поступление на обучение в Российской Федерации иностранных граждан и лиц без гражданства по образовательным программам среднего профессионального образования, образовательным программам высшего образования и дополнительным профессиональным программам в пределах установленной Правительством Российской Федерации квоты на образование иностранных граждан и лиц без гражданства в Российской Федерации»",Минобрнауки России,,,170776,,,,,1,2,draft | discussion,2026-09-02T18:22:25.941Z,2026-09-17T18:22:25.956Z,Текст,"Публичное обсуждение: О функционировании сервиса «Поступление на обучение в Российской Федерации иностранных граждан и лиц без гражданства по образовательным программам среднего профессионального образования, образовательным программам высшего образования и дополнительным профессиональным программам в пределах установленной Правительством Российской Федерации квоты на образование иностранных граждан и лиц без гражданства в Российской Федерации»",https://regulation.gov.ru/projects/170776/
npa_regulation_project_170775,"«О признании утратившими силу приказа МЧС России
от 4 февраля 2008 г. № 44 и внесенных в него изменений, 
и приказа МЧС России от 4 февраля 2008 г. № 45»",МЧС России,,,170775,,,,,1,2,draft | discussion,2026-09-02T16:48:52.93Z,2026-09-17T16:48:52.942Z,Текст,"Публичное обсуждение: «О признании утратившими силу приказа МЧС России
от 4 февраля 2008 г. № 44 и внесенных в него изменений, 
и приказа МЧС России от 4 февраля 2008 г. № 45»",https://regulation.gov.ru/projects/170775/
